REFDBID,ABSTRACT,CREATED_AT,UPDATED_AT
Petchey:2013dating,"The remains of shellfish dominate many coastal archaeological sites in the Pacific and provide a wealth of information about economy, culture, environment and climate. Shells are therefore the logical sample type to develop local and regional radiocarbon chronologies. The calibration of radiocarbon (14C) dates on marine animals is not straightforward, however, requiring an understanding of habitat and dietary preferences as well as detailed knowledge of local ocean conditions. The most complex situations occur where terrestrial influences impinge on the marine environment resulting in both the enrichment and depletion of 14C (Ulm Geoarchaeology 17(4):319–348, 2002; Petchey and Clark Quat Geochronol 6:539–549, 2011). A sampling protocol that combines a high-resolution excavation methodology, selection of short-lived samples identified to species level, and a triisotope approach using 14C, δ13C and δ18O, has given us the ability to identify 14C source variation that would otherwise have been obscured. Here, we present new research that details high-resolution mapping of marine 14C reservoir variation between Gafrarium tumidum, Gafrarium pectinatum, Anadara granosa, Anadara antiquata, Batissa violacea, Polymesoda erosa and Echinoidea from the Bogi 1 archaeological site, Caution Bay, southern coastal Papua New Guinea. These isotopes highlight specific dietary, habitat and behavioural variations that are key to obtaining chronological information from shell radiocarbon determinations.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Petchey:2013mabuiag,"Original Radiocarbon Dating Lab reports for samples Wk-37951, Wk-37953, Wk-37954, Wk-37955, Wk-37956, Wk-37957. Sample batch originates from Mabuiag, Torres Strait Islands, QLD, AUS. The University of Waikato, Radiocarbon Dating Laboratory",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Petchey:2019murujuga,"Original Radiocarbon Dating Lab reports for samples Wk-50093, Wk-50094, Wk-50095, Wk-50096, Wk-50097. Sample batch originates from Murujuga, WA, AUS. The University of Waikato, Radiocarbon Dating Laboratory",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Peterson:1987ciconiiformes,Order Ciconiiformes,2023-01-05 16:42:05.198 +0100,
Peterson:1987columbiformes,Order Columbiformes,2023-01-05 16:42:05.198 +0100,
Peterson:1987gruiformes,Order Gruiformes,2023-01-05 16:42:05.198 +0100,
Peterson:1987passeriformes,Order Passeriformes,2023-01-05 16:42:05.198 +0100,
Peterson:1987psittaciformes,Order Psittaciformes,2023-01-05 16:42:05.198 +0100,
Peterson:1987struthioniformes,Order Struthioniformes,2023-01-05 16:42:05.198 +0100,
Peterson:1987turniciformes,Order Turniciformes,2023-01-05 16:42:05.198 +0100,
Peterson:2002mountain,ND,2023-07-22 06:51:38.269 +0200,
Petherick:2008dust,"A high-resolution, multiproxy record of palaeoclimatic and palaeoenvironmental variability extending to ca. 42 cal. ka has been constructed from lake sediment from Native Companion Lagoon (NCL), North Stradbroke Island (NSI), Queensland. Aeolian materials extracted from the lake sediment act as a proxy for aridity in eastern Australia. ICP-MS trace element analysis of the aeolian sediment and subsequent provenancing of the far-traveled dust component show variations in dominant dust source areas for NSI, with periods of increased aridity during the late Pleistocene showing increased input into NCL from the Murray-Darling Basin and central South Australia. ... [_truncated_]",2022-07-10 16:01:09.673 +0200,2023-01-11 09:28:50.803 +0100
Petherick:2008stadials,"A high-resolution, multiproxy record encompassing the last glacial–interglacial transition is presented for Native Companion Lagoon, a coastal site in subtropical eastern Australia. Rates of aeolian sedimentation in the lake were established by trace element analyses of lacustrine sediments and used as a proxy for aridity. In conjunction with sediment moisture content, charcoal and pollen these provide a multi-decadal record of palaeoenvironmental variability for the period 33–18 k cal. yr BP. Results indicate that the Last Glacial Maximum in eastern Australia spanned almost 10 k cal. yr, and was characterised by two distinct cold dry events at approximately 30.8 k cal. yr BP and 21.7 k cal. yr BP. Provenance of selected sediment samples by trace element geochemical fingerprinting shows that continental sourced aeolian sediments originated primarily from South Australia during these cold events and from sites in central Australia during the intervening time.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
Petherick:2017subtropical,"A continuous, record encompassing the termination of the Last Glacial cycle (defined here as ca. 30-18 cal. kyr BP) has been developed using multiple proxies (viz. clastic sediment flux, grain size, moisture content, pollen and charcoal) archived in lake sediments from Tortoise Lagoon, North Stradbroke Island, Australia. The record indicates an extended Last Glacial Maximum, with an onset at ca. 30 kyr BP. The presence of rainforest and arboreal taxa for the 30-18 kyr BP period indicate a positive moisture balance, while the presence of the now regionally extinct Asteraceae (Tubuliflorae) and Tubulifloridites pleistocenicus indicate relatively cool temperatures. Total clastic sediment flux and the vegetation assemblage suggest that, at least in subtropical Australia, the Last Glacial Maximum was characterized by two peaks in aridity at ca. 29e26 kyr BP and 24.5e20 kyr BP.",2023-07-22 06:51:38.269 +0200,
Petrequin:2020ecology,"New Guinea, and especially Papua New Guinea, is the last country in the world where ethnologists were able to closely observe, film and photograph the whole manufacturing cha&#238;nes op&#233;ratoires of polished stone felling tools, from quarry extraction to finished tool use. Research on the polished blades of PNG has evolved over the years, following changing philosophies and research agendas. While it is clear that an exceptional sum of information has been gathered, it remains centered on that small part of the Highlands where conditions for field research were more pleasant than elsewhere. This presentation of Irian Jaya axes therefore tackles a topic that remains mostly unexplored. Until now, stone tool research in New Guinea has followed an anthropocentric approach, in which tools are seen more as vectors for social exchanges than as means of acting on the environment.",2022-07-10 16:01:09.673 +0200,2022-07-10 14:04:40.403 +0200
